клин;;золотой вавилон;;электрозавод;;правоборежный СПб;;Академический СПб;;ленинский СПб;
19.апр.;455;04.дек.;1087;11.июля;370;01.июля;700;01.июля;692;01.июля;475
20.апр.;408;05.дек.;763;12.июля;374;02.июля;632;02.июля;590;02.июля;404
21.апр.;431;06.дек.;581;13.июля;349;03.июля;594;03.июля;464;03.июля;506
22.апр.;505;07.дек.;588;14.июля;255;04.июля;530;04.июля;445;04.июля;491
23.апр.;277;08.дек.;468;15.июля;414;05.июля;462;05.июля;644;05.июля;470
24.апр.;243;09.дек.;749;16.июля;204;06.июля;905;06.июля;653;06.июля;538
25.апр.;295;10.дек.;1207;17.июля;161;07.июля;485;07.июля;532;07.июля;384
26.апр.;310;11.дек.;1500;18.июля;387;08.июля;587;08.июля;378;08.июля;598
27.апр.;328;12.дек.;661;19.июля;407;09.июля;445;09.июля;595;09.июля;471
28.апр.;488;13.дек.;630;20.июля;375;10.июля;555;10.июля;481;10.июля;610
29.апр.;523;14.дек.;629;21.июля;541;11.июля;566;11.июля;553;11.июля;550
30.апр.;351;15.дек.;811;22.июля;361;12.июля;811;12.июля;630;12.июля;533
01.мая;190;16.дек.;847;23.июля;298;13.июля;540;13.июля;463;13.июля;454
02.мая;416;17.дек.;1824;24.июля;145;14.июля;449;14.июля;291;14.июля;365
03.мая;350;18.дек.;1762;25.июля;279;15.июля;496;15.июля;390;15.июля;557
04.мая;458;19.дек.;734;26.июля;507;16.июля;446;16.июля;449;16.июля;592
05.мая;419;20.дек.;944;27.июля;349;17.июля;712;17.июля;413;17.июля;555
06.мая;633;21.дек.;732;28.июля;453;18.июля;777;18.июля;429;18.июля;569
07.мая;445;22.дек.;671;29.июля;378;19.июля;679;19.июля;748;19.июля;421
08.мая;440;23.дек.;1337;30.июля;198;20.июля;446;20.июля;595;20.июля;523
09.мая;333;24.дек.;2622;31.июля;150;21.июля;627;21.июля;430;21.июля;303
10.мая;394;25.дек.;2784;01.авг.;282;22.июля;570;22.июля;593;22.июля;467
11.мая;494;26.дек.;1589;02.авг.;364;23.июля;513;23.июля;384;23.июля;459
12.мая;352;27.дек.;1531;03.авг.;237;24.июля;471;24.июля;524;24.июля;511
13.мая;470;28.дек.;2132;04.авг.;392;25.июля;620;25.июля;537;25.июля;450
14.мая;377;29.дек.;2353;05.авг.;396;26.июля;497;26.июля;579;26.июля;372
15.мая;444;30.дек.;2935;06.авг.;265;27.июля;659;27.июля;431;27.июля;433
16.мая;310;31.дек.;2519;07.авг.;144;28.июля;500;28.июля;432;28.июля;399
17.мая;374;02.янв.;1322;08.авг.;212;29.июля;469;29.июля;508;29.июля;360
18.мая;466;03.янв.;1021;09.авг.;314;30.июля;810;30.июля;651;30.июля;343
19.мая;580;04.янв.;943;10.авг.;337;31.июля;676;31.июля;628;31.июля;511
20.мая;545;05.янв.;742;11.авг.;488;01.авг.;535;01.авг.;336;01.авг.;478
21.мая;461;06.янв.;698;12.авг.;599;02.авг.;627;02.авг.;439;02.авг.;474
22.мая;397;07.янв.;1028;13.авг.;313;03.авг.;485;03.авг.;512;03.авг.;408
23.мая;369;08.янв.;1420;14.авг.;258;04.авг.;372;04.авг.;592;04.авг.;418
24.мая;459;09.янв.;916;15.авг.;310;05.авг.;583;05.авг.;509;05.авг.;289
25.мая;743;10.янв.;657;16.авг.;539;06.авг.;578;06.авг.;351;06.авг.;242
26.мая;677;11.янв.;457;17.авг.;268;07.авг.;409;07.авг.;387;07.авг.;231
27.мая;452;12.янв.;524;18.авг.;356;08.авг.;621;08.авг.;380;08.авг.;311
28.мая;497;13.янв.;638;19.авг.;406;09.авг.;732;09.авг.;546;09.авг.;612
29.мая;412;14.янв.;1175;20.авг.;459;10.авг.;608;10.авг.;747;10.авг.;332
30.мая;371;15.янв.;1088;21.авг.;271;11.авг.;513;11.авг.;473;11.авг.;438
31.мая;517;16.янв.;367;22.авг.;526;12.авг.;540;12.авг.;562;12.авг.;422
01.июня;486;17.янв.;487;23.авг.;422;13.авг.;580;13.авг.;467;13.авг.;278
02.июня;524;18.янв.;494;24.авг.;334;14.авг.;761;14.авг.;492;14.авг.;390
03.июня;631;19.янв.;427;25.авг.;311;15.авг.;679;15.авг.;622;15.авг.;720
04.июня;444;20.янв.;862;26.авг.;404;16.авг.;620;16.авг.;661;16.авг.;655
05.июня;379;21.янв.;1319;27.авг.;362;17.авг.;621;17.авг.;632;17.авг.;469
06.июня;381;22.янв.;1068;28.авг.;275;18.авг.;547;18.авг.;381;18.авг.;384
07.июня;501;23.янв.;461;29.авг.;508;19.авг.;628;19.авг.;264;19.авг.;258
08.июня;526;24.янв.;565;30.авг.;459;20.авг.;584;20.авг.;392;20.авг.;572
09.июня;539;25.янв.;656;31.авг.;573;21.авг.;548;21.авг.;557;21.авг.;445
10.июня;516;26.янв.;540;01.сент.;499;22.авг.;437;22.авг.;511;22.авг.;254
11.июня;372;27.янв.;786;02.сент.;582;23.авг.;590;23.авг.;623;23.авг.;544
12.июня;572;28.янв.;1124;03.сент.;463;24.авг.;578;24.авг.;548;24.авг.;493
13.июня;486;29.янв.;1065;04.сент.;259;25.авг.;664;25.авг.;526;25.авг.;302
14.июня;458;30.янв.;661;05.сент.;725;26.авг.;448;26.авг.;514;26.авг.;312
15.июня;361;31.янв.;685;06.сент.;598;27.авг.;513;27.авг.;600;27.авг.;488
16.июня;399;01.февр.;597;07.сент.;376;28.авг.;561;28.авг.;567;28.авг.;418
17.июня;543;02.февр.;570;08.сент.;656;29.авг.;689;29.авг.;596;29.авг.;403
18.июня;633;03.февр.;834;09.сент.;686;30.авг.;638;30.авг.;626;30.авг.;672
19.июня;512;04.февр.;1668;10.сент.;565;31.авг.;748;31.авг.;761;31.авг.;593
20.июня;584;05.февр.;1499;11.сент.;196;01.сент.;809;01.сент.;466;01.сент.;463
21.июня;392;06.февр.;704;12.сент.;459;02.сент.;529;02.сент.;407;02.сент.;430
22.июня;508;07.февр.;662;13.сент.;507;03.сент.;542;03.сент.;427;03.сент.;257
23.июня;407;08.февр.;646;14.сент.;458;04.сент.;522;04.сент.;378;04.сент.;434
24.июня;428;09.февр.;536;15.сент.;489;05.сент.;417;05.сент.;378;05.сент.;606
25.июня;527;10.февр.;808;16.сент.;420;06.сент.;611;06.сент.;590;06.сент.;636
26.июня;531;11.февр.;1563;17.сент.;447;07.сент.;617;07.сент.;555;07.сент.;579
27.июня;441;12.февр.;1282;18.сент.;424;08.сент.;609;08.сент.;380;08.сент.;461
28.июня;490;13.февр.;629;19.сент.;420;09.сент.;611;09.сент.;564;09.сент.;566
29.июня;569;14.февр.;493;20.сент.;438;10.сент.;643;10.сент.;312;10.сент.;439
30.июня;685;15.февр.;601;21.сент.;358;11.сент.;604;11.сент.;428;11.сент.;463
01.июля;364;16.февр.;426;22.сент.;470;12.сент.;552;12.сент.;544;12.сент.;444
02.июля;365;17.февр.;609;23.сент.;610;13.сент.;742;13.сент.;524;13.сент.;755
03.июля;412;18.февр.;1300;24.сент.;657;14.сент.;805;14.сент.;587;14.сент.;641
04.июля;476;19.февр.;1228;25.сент.;564;15.сент.;627;15.сент.;545;15.сент.;534
05.июля;303;20.февр.;632;26.сент.;486;16.сент.;498;16.сент.;523;16.сент.;315
06.июля;517;21.февр.;617;27.сент.;434;17.сент.;573;17.сент.;529;17.сент.;404
07.июля;533;22.февр.;747;28.сент.;415;18.сент.;576;18.сент.;405;18.сент.;501
08.июля;502;23.февр.;1160;29.сент.;545;19.сент.;451;19.сент.;497;19.сент.;558
09.июля;433;24.февр.;688;30.сент.;629;20.сент.;892;20.сент.;816;20.сент.;764
10.июля;630;25.февр.;1085;01.окт.;343;21.сент.;818;21.сент.;553;21.сент.;942
11.июля;480;26.февр.;1154;02.окт.;365;22.сент.;565;22.сент.;440;22.сент.;388
12.июля;479;27.февр.;320;03.окт.;423;23.сент.;356;23.сент.;468;23.сент.;601
13.июля;455;28.февр.;659;04.окт.;590;24.сент.;485;24.сент.;439;24.сент.;363
14.июля;615;29.февр.;800;05.окт.;600;25.сент.;629;25.сент.;463;25.сент.;539
15.июля;781;01.марта;514;06.окт.;478;26.сент.;437;26.сент.;482;26.сент.;553
16.июля;490;02.марта;759;07.окт.;612;27.сент.;690;27.сент.;848;27.сент.;983
17.июля;421;03.марта;1710;08.окт.;385;28.сент.;906;28.сент.;654;28.сент.;610
18.июля;577;04.марта;1183;09.окт.;423;29.сент.;608;29.сент.;688;29.сент.;713
19.июля;603;05.марта;511;10.окт.;461;30.сент.;451;30.сент.;356;30.сент.;477
20.июля;469;06.марта;587;11.окт.;519;01.окт.;598;01.окт.;492;01.окт.;466
21.июля;593;07.марта;1525;12.окт.;485;02.окт.;762;02.окт.;470;02.окт.;655
22.июля;457;08.марта;1550;13.окт.;521;03.окт.;454;03.окт.;592;03.окт.;468
23.июля;455;09.марта;1192;14.окт.;622;04.окт.;739;04.окт.;592;04.окт.;682
24.июля;426;10.марта;1065;15.окт.;425;05.окт.;631;05.окт.;914;05.окт.;594
25.июля;493;11.марта;544;16.окт.;557;06.окт.;440;06.окт.;522;06.окт.;354
26.июля;493;12.марта;490;17.окт.;437;07.окт.;684;07.окт.;517;07.окт.;639
27.июля;478;13.марта;1018;18.окт.;405;08.окт.;502;08.окт.;390;08.окт.;425
28.июля;573;14.марта;594;19.окт.;559;09.окт.;518;09.окт.;600;09.окт.;384
29.июля;433;15.марта;1004;20.окт.;588;10.окт.;681;10.окт.;630;10.окт.;418
30.июля;331;16.марта;715;21.окт.;523;11.окт.;948;11.окт.;867;11.окт.;851
31.июля;530;17.марта;1422;22.окт.;363;12.окт.;921;12.окт.;586;12.окт.;846
01.авг.;597;18.марта;1001;23.окт.;369;13.окт.;490;13.окт.;492;13.окт.;523
02.авг.;391;19.марта;342;24.окт.;694;14.окт.;802;14.окт.;455;14.окт.;626
03.авг.;368;20.марта;756;25.окт.;427;15.окт.;904;15.окт.;500;15.окт.;586
04.авг.;543;21.марта;563;26.окт.;733;16.окт.;923;16.окт.;757;16.окт.;589
05.авг.;598;22.марта;414;27.окт.;283;17.окт.;515;17.окт.;423;17.окт.;693
06.авг.;511;23.марта;833;28.окт.;466;18.окт.;1270;18.окт.;755;18.окт.;845
07.авг.;469;24.марта;1770;29.окт.;410;19.окт.;659;19.окт.;684;19.окт.;700
08.авг.;497;25.марта;1121;30.окт.;234;20.окт.;734;20.окт.;496;20.окт.;313
09.авг.;485;26.марта;653;31.окт.;526;21.окт.;643;21.окт.;553;21.окт.;409
10.авг.;779;27.марта;545;01.нояб.;487;22.окт.;692;22.окт.;433;22.окт.;473
11.авг.;551;28.марта;498;02.нояб.;406;23.окт.;637;23.окт.;409;23.окт.;257
12.авг.;695;29.марта;538;03.нояб.;390;24.окт.;661;24.окт.;405;24.окт.;354
13.авг.;575;30.марта;814;04.нояб.;391;25.окт.;1079;25.окт.;810;25.окт.;612
14.авг.;652;31.марта;1781;05.нояб.;402;26.окт.;767;26.окт.;943;26.окт.;687
15.авг.;663;01.апр.;1259;06.нояб.;222;27.окт.;442;27.окт.;439;27.окт.;470
16.авг.;487;02.апр.;664;07.нояб.;363;28.окт.;516;28.окт.;577;28.окт.;420
17.авг.;516;03.апр.;642;08.нояб.;361;29.окт.;715;29.окт.;425;29.окт.;353
18.авг.;538;04.апр.;818;09.нояб.;535;30.окт.;694;30.окт.;549;30.окт.;423
19.авг.;629;05.апр.;764;10.нояб.;592;31.окт.;759;31.окт.;453;31.окт.;585
20.авг.;632;06.апр.;814;11.нояб.;690;01.нояб.;868;01.нояб.;848;01.нояб.;707
21.авг.;545;07.апр.;1608;12.нояб.;378;02.нояб.;850;02.нояб.;823;02.нояб.;802
22.авг.;553;08.апр.;1649;13.нояб.;506;03.нояб.;1012;03.нояб.;621;03.нояб.;679
23.авг.;584;09.апр.;735;14.нояб.;383;04.нояб.;715;04.нояб.;431;04.нояб.;635
24.авг.;599;10.апр.;727;15.нояб.;523;05.нояб.;644;05.нояб.;418;05.нояб.;519
25.авг.;809;11.апр.;690;16.нояб.;472;06.нояб.;775;06.нояб.;545;06.нояб.;395
26.авг.;738;12.апр.;790;17.нояб.;438;07.нояб.;740;07.нояб.;810;07.нояб.;715
27.авг.;402;13.апр.;662;18.нояб.;553;08.нояб.;1133;08.нояб.;1146;08.нояб.;1010
28.авг.;714;14.апр.;1224;19.нояб.;529;09.нояб.;919;09.нояб.;1053;09.нояб.;1118
29.авг.;501;15.апр.;1178;20.нояб.;405;10.нояб.;745;10.нояб.;607;10.нояб.;561
30.авг.;671;16.апр.;447;21.нояб.;312;11.нояб.;707;11.нояб.;499;11.нояб.;537
31.авг.;708;17.апр.;773;22.нояб.;484;12.нояб.;907;12.нояб.;706;12.нояб.;769
01.сент.;673;18.апр.;780;23.нояб.;490;13.нояб.;777;13.нояб.;487;13.нояб.;614
02.сент.;576;19.апр.;551;24.нояб.;584;14.нояб.;852;14.нояб.;707;14.нояб.;791
03.сент.;451;20.апр.;636;25.нояб.;399;15.нояб.;936;15.нояб.;1384;15.нояб.;845
04.сент.;656;21.апр.;1349;26.нояб.;412;16.нояб.;1154;16.нояб.;1259;16.нояб.;1044
05.сент.;507;22.апр.;1147;27.нояб.;453;17.нояб.;701;17.нояб.;705;17.нояб.;496
06.сент.;553;23.апр.;576;28.нояб.;483;18.нояб.;997;18.нояб.;697;18.нояб.;472
07.сент.;499;24.апр.;623;29.нояб.;480;19.нояб.;743;19.нояб.;603;19.нояб.;622
08.сент.;760;25.апр.;768;30.нояб.;422;20.нояб.;824;20.нояб.;757;20.нояб.;591
09.сент.;716;26.апр.;610;01.дек.;603;21.нояб.;943;21.нояб.;628;21.нояб.;618
10.сент.;466;27.апр.;781;02.дек.;535;22.нояб.;830;22.нояб.;1312;22.нояб.;1246
11.сент.;558;28.апр.;678;03.дек.;482;23.нояб.;988;23.нояб.;947;23.нояб.;667
12.сент.;419;29.апр.;1069;04.дек.;411;24.нояб.;613;24.нояб.;567;24.нояб.;658
13.сент.;713;30.апр.;1300;05.дек.;535;25.нояб.;635;25.нояб.;738;25.нояб.;875
14.сент.;473;01.мая;1078;06.дек.;594;26.нояб.;547;26.нояб.;771;26.нояб.;754
15.сент.;597;02.мая;815;07.дек.;644;27.нояб.;1035;27.нояб.;853;27.нояб.;615
16.сент.;751;03.мая;571;08.дек.;432;28.нояб.;815;28.нояб.;1000;28.нояб.;623
17.сент.;638;04.мая;683;09.дек.;900;29.нояб.;1861;29.нояб.;1520;29.нояб.;1427
18.сент.;511;05.мая;925;10.дек.;814;30.нояб.;1359;30.нояб.;1531;30.нояб.;1597
19.сент.;811;06.мая;1143;11.дек.;471;01.дек.;792;01.дек.;685;01.дек.;628
20.сент.;522;07.мая;838;12.дек.;770;02.дек.;837;02.дек.;1041;02.дек.;786
21.сент.;733;08.мая;872;13.дек.;614;03.дек.;955;03.дек.;745;03.дек.;592
22.сент.;651;09.мая;918;14.дек.;655;04.дек.;987;04.дек.;708;04.дек.;579
23.сент.;737;10.мая;620;15.дек.;895;05.дек.;918;05.дек.;856;05.дек.;727
24.сент.;436;11.мая;982;16.дек.;539;06.дек.;1584;06.дек.;1234;06.дек.;1862
25.сент.;600;12.мая;940;17.дек.;632;07.дек.;1259;07.дек.;1192;07.дек.;1050
26.сент.;448;13.мая;1355;18.дек.;523;08.дек.;953;08.дек.;732;08.дек.;766
27.сент.;654;14.мая;923;19.дек.;707;09.дек.;889;09.дек.;966;09.дек.;764
28.сент.;538;15.мая;796;20.дек.;605;10.дек.;1116;10.дек.;1083;10.дек.;825
29.сент.;758;16.мая;578;21.дек.;453;11.дек.;724;11.дек.;825;11.дек.;637
30.сент.;836;17.мая;689;22.дек.;812;12.дек.;1197;12.дек.;973;12.дек.;875
01.окт.;545;18.мая;700;23.дек.;814;13.дек.;1608;13.дек.;1772;13.дек.;1787
02.окт.;463;19.мая;1318;24.дек.;877;14.дек.;1602;14.дек.;1937;14.дек.;1719
03.окт.;503;20.мая;1159;25.дек.;599;15.дек.;1393;15.дек.;1225;15.дек.;1138
04.окт.;471;21.мая;561;26.дек.;749;16.дек.;2730;16.дек.;2543;16.дек.;1599
05.окт.;551;22.мая;521;27.дек.;1040;17.дек.;3429;17.дек.;3457;17.дек.;3395
06.окт.;818;23.мая;816;28.дек.;1248;18.дек.;3180;18.дек.;2736;18.дек.;2648
07.окт.;861;24.мая;695;29.дек.;1390;19.дек.;2448;19.дек.;2196;19.дек.;2099
08.окт.;544;25.мая;698;30.дек.;1563;20.дек.;2852;20.дек.;3311;20.дек.;2869
09.окт.;635;26.мая;1397;31.дек.;770;21.дек.;2398;21.дек.;2532;21.дек.;2543
10.окт.;348;27.мая;1412;03.янв.;225;22.дек.;1685;22.дек.;1358;22.дек.;2011
11.окт.;685;28.мая;788;04.янв.;289;23.дек.;1579;23.дек.;1024;23.дек.;1116
12.окт.;780;29.мая;729;05.янв.;580;24.дек.;1573;24.дек.;1331;24.дек.;1009
13.окт.;722;30.мая;749;06.янв.;491;25.дек.;1412;25.дек.;1222;25.дек.;915
14.окт.;736;31.мая;871;07.янв.;377;26.дек.;1846;26.дек.;1471;26.дек.;1356
15.окт.;477;01.июня;1270;08.янв.;270;27.дек.;2637;27.дек.;2288;27.дек.;1652
16.окт.;390;02.июня;1121;09.янв.;402;28.дек.;2164;28.дек.;2645;28.дек.;1690
17.окт.;712;03.июня;1921;10.янв.;607;29.дек.;1746;29.дек.;1879;29.дек.;1556
18.окт.;498;04.июня;1029;11.янв.;422;30.дек.;2539;30.дек.;2476;30.дек.;2383
19.окт.;462;05.июня;985;12.янв.;405;31.дек.;2139;31.дек.;2325;31.дек.;1924
20.окт.;717;06.июня;858;13.янв.;613;02.янв.;951;02.янв.;1012;02.янв.;882
21.окт.;953;07.июня;851;14.янв.;541;03.янв.;1076;03.янв.;784;03.янв.;702
22.окт.;566;08.июня;951;15.янв.;647;04.янв.;861;04.янв.;763;04.янв.;544
23.окт.;386;09.июня;749;16.янв.;387;05.янв.;1094;05.янв.;662;05.янв.;614
24.окт.;411;10.июня;1160;17.янв.;365;06.янв.;846;06.янв.;564;06.янв.;661
25.окт.;506;11.июня;713;18.янв.;428;07.янв.;1003;07.янв.;523;07.янв.;546
26.окт.;563;12.июня;900;19.янв.;505;08.янв.;603;08.янв.;680;08.янв.;366
27.окт.;552;13.июня;708;20.янв.;488;09.янв.;510;09.янв.;556;09.янв.;510
28.окт.;439;14.июня;826;21.янв.;493;10.янв.;529;10.янв.;670;10.янв.;600
29.окт.;355;15.июня;779;22.янв.;364;11.янв.;768;11.янв.;755;11.янв.;528
30.окт.;583;16.июня;1395;23.янв.;318;12.янв.;439;12.янв.;419;12.янв.;310
31.окт.;388;17.июня;1269;24.янв.;337;13.янв.;622;13.янв.;578;13.янв.;678
01.нояб.;461;18.июня;477;25.янв.;539;14.янв.;612;14.янв.;482;14.янв.;557
02.нояб.;734;19.июня;701;26.янв.;321;15.янв.;506;15.янв.;321;15.янв.;403
03.нояб.;689;20.июня;821;27.янв.;577;16.янв.;366;16.янв.;382;16.янв.;336
04.нояб.;698;21.июня;811;28.янв.;416;17.янв.;717;17.янв.;750;17.янв.;540
05.нояб.;507;22.июня;719;29.янв.;305;18.янв.;833;18.янв.;932;18.янв.;710
06.нояб.;385;23.июня;1344;30.янв.;463;19.янв.;560;19.янв.;501;19.янв.;434
07.нояб.;503;24.июня;906;31.янв.;352;20.янв.;338;20.янв.;503;20.янв.;474
08.нояб.;504;25.июня;682;01.февр.;482;21.янв.;544;21.янв.;474;21.янв.;452
09.нояб.;526;26.июня;523;02.февр.;490;22.янв.;549;22.янв.;400;22.янв.;338
10.нояб.;801;27.июня;573;03.февр.;704;23.янв.;690;23.янв.;387;23.янв.;468
11.нояб.;722;28.июня;569;04.февр.;385;24.янв.;789;24.янв.;572;24.янв.;717
12.нояб.;389;29.июня;844;05.февр.;507;25.янв.;723;25.янв.;798;25.янв.;648
13.нояб.;573;30.июня;1315;06.февр.;447;26.янв.;476;26.янв.;476;26.янв.;211
14.нояб.;500;01.июля;1077;07.февр.;424;27.янв.;403;27.янв.;505;27.янв.;323
15.нояб.;371;02.июля;546;08.февр.;438;28.янв.;370;28.янв.;545;28.янв.;281
16.нояб.;521;03.июля;693;09.февр.;303;29.янв.;526;29.янв.;546;29.янв.;594
17.нояб.;811;04.июля;584;10.февр.;506;30.янв.;575;30.янв.;568;30.янв.;963
18.нояб.;743;05.июля;606;11.февр.;498;31.янв.;642;31.янв.;930;31.янв.;725
19.нояб.;465;06.июля;400;12.февр.;483;01.февр.;584;01.февр.;615;01.февр.;462
20.нояб.;640;07.июля;827;13.февр.;419;02.февр.;263;02.февр.;400;02.февр.;317
21.нояб.;793;08.июля;779;14.февр.;606;03.февр.;449;03.февр.;664;03.февр.;458
22.нояб.;459;09.июля;690;15.февр.;507;04.февр.;611;04.февр.;364;04.февр.;566
23.нояб.;542;10.июля;586;16.февр.;533;05.февр.;407;05.февр.;382;05.февр.;597
24.нояб.;690;11.июля;776;17.февр.;528;06.февр.;755;06.февр.;422;06.февр.;570
25.нояб.;727;12.июля;874;18.февр.;530;07.февр.;612;07.февр.;1026;07.февр.;624
26.нояб.;677;13.июля;926;19.февр.;371;08.февр.;710;08.февр.;863;08.февр.;468
27.нояб.;591;14.июля;1525;20.февр.;505;09.февр.;825;09.февр.;576;09.февр.;445
28.нояб.;433;15.июля;920;21.февр.;531;10.февр.;490;10.февр.;782;10.февр.;546
29.нояб.;502;16.июля;619;22.февр.;548;11.февр.;672;11.февр.;584;11.февр.;634
30.нояб.;339;17.июля;931;23.февр.;398;12.февр.;539;12.февр.;346;12.февр.;394
01.дек.;492;18.июля;566;24.февр.;352;13.февр.;510;13.февр.;653;13.февр.;678
02.дек.;911;19.июля;580;25.февр.;404;14.февр.;898;14.февр.;749;14.февр.;921
03.дек.;432;20.июля;1070;26.февр.;287;15.февр.;567;15.февр.;838;15.февр.;808
04.дек.;500;21.июля;1253;27.февр.;245;16.февр.;722;16.февр.;572;16.февр.;487
05.дек.;445;22.июля;1029;28.февр.;442;17.февр.;369;17.февр.;410;17.февр.;486
06.дек.;423;23.июля;632;29.февр.;559;18.февр.;551;18.февр.;402;18.февр.;372
07.дек.;694;24.июля;612;01.марта;374;19.февр.;518;19.февр.;433;19.февр.;404
08.дек.;959;25.июля;565;02.марта;355;20.февр.;513;20.февр.;576;20.февр.;513
09.дек.;1168;26.июля;645;03.марта;473;21.февр.;722;21.февр.;993;21.февр.;690
10.дек.;567;27.июля;526;04.марта;386;22.февр.;693;22.февр.;585;22.февр.;567
