РБЮ;КлиентНомер;КлиентКрНаим;Прибыль, usd;Цена суммарная;Себестоимость по Заказу , usd;Прибыль с учетом рибейтов;Объём по Накладной, м3;Общее Количество Заказов;Коррекция продактов ЦО в РБЮ;Коррекция продактов сейлам;Количество шт. в Накладной;Заказ Количество Строк;Доход конвертационный, usd
OCS Центральный офис;1009183;АлфаВит;300,47;1284,27;983,8;300,47;0,00288;1;0;0;3;1;0
OCS Центральный офис;10216;Квантек;158409,73;562833,13;404423,4;160801,01;43,804353;70;0;2023,518;4766;538;178,32
OCS Центральный офис;10273;Сити;204,67;1075,59;870,92;204,67;0,429974;4;0;0;12;8;0
OCS Центральный офис;10303;U-tech;250,51;6422,88;6172,37;250,51;0,060189;1;0;0;70;9;0
OCS Центральный офис;10378;Нордлинк ИКС;175,05;3566,86;3391,81;175,05;0,249216;1;0;0;2;1;142,6744
OCS Центральный офис;10389;МониторКомпани;17165,32;156487,01;139321,69;18044,62;28,007651;62;0;920,0675;1651;338;285,5096
OCS Центральный офис;10396;Виртуал-Сеньков;;0;49,1;-49,1;0;1;0;49,1;1;1;0
OCS Центральный офис;10404;ФИП-2;266,15;2093,41;1827,26;266,15;0,208756;8;17,0911;17,0911;67;26;9,0516
OCS Центральный офис;10424;Сенатор Телеком;12483,84;26470,58;13986,74;12483,84;3,704068;7;0;10,12;1731;67;392,4344
OCS Центральный офис;10458;ПК;412,6;3225,91;2813,31;412,6;0,672565;10;0;0;28;11;44,224
OCS Центральный офис;10552;Компьютек;-137,86;8013,4;8151,26;-137,86;0,413439;10;0;2,58;86;13;181,9048
OCS Центральный офис;10559;МИНИМАКС;10373;31804,79;21431,79;10373;0,502964;1;0;0;2;2;0
OCS Центральный офис;10628;Мега-сервис;75,88;348,46;272,58;75,88;0,031854;3;0;0;4;3;0
OCS Центральный офис;10695;ТАХОН;-23,23;140;163,23;-23,23;0,00045;1;0;0;1;1;5,6
OCS Центральный офис;107;Поликом Про;886,27;5075,14;4188,87;886,27;0,595897;5;0;0;92;24;27,6064
OCS Центральный офис;10766;Март;575,62;5006,28;4430,66;575,62;0,94407;10;0;0,0992;43;13;44,084
OCS Центральный офис;10818;Кибернет;681,89;8905,93;8224,04;681,89;0,164213;2;0;0;8;5;0
OCS Центральный офис;10851;Коннект;54,73;301,35;246,62;54,73;0,020946;5;0;1,5423;14;8;10,4376
OCS Центральный офис;10957;Мототелеком;33;618;585;33;0,11025;1;0;0;30;1;0
OCS Центральный офис;10964;Сервер;504,86;2941,36;2436,5;504,86;0,774237;12;0;96,6943;157;79;56,1312
OCS Центральный офис;10976;БОЛИВАР;93,07;722,75;629,68;93,07;0,014405;4;0;10,2652;104;4;25,4324
OCS Центральный офис;11038;ООО ``Медиа-Маркт-Сатурн``;96008,77;1616124,43;1520115,66;108886;72,428599;439;0;45921,8284;9360;1833;0
OCS Центральный офис;11044;Африка;294,59;1389,64;1095,05;294,59;0,079616;1;0;0;3;2;55,5856
OCS Центральный офис;11077;НТТ;30098,43;232586,23;202487,8;30098,43;15,501155;124;0;209,7232;1245;236;3989,1832
OCS Центральный офис;11096;ИнТеР;1474,84;11907,4;10432,56;1474,84;0,771212;3;0;104,29;63;11;0
OCS Центральный офис;11163;АРСАНС;75,44;291,25;215,81;75,44;0,04419;5;0;11,1612;9;6;2,4772
OCS Центральный офис;11176;ДАРТС-СПБ;1598,06;10561,37;8963,31;1598,06;1,234406;11;0;0;76;35;164,048
OCS Центральный офис;11179;КиК-софт;669,13;5136,6;4467,47;669,13;0,144577;2;0;0;16;7;205,464
OCS Центральный офис;11269;ТехноГрад;432,52;7113,94;6681,42;446,14;1,289405;4;0;186,1548;232;35;206,696
OCS Центральный офис;11342;Техномир;2795,21;15734,3;12939,09;2707,1;2,20217;14;0;328,3869;338;124;87,7048
OCS Центральный офис;11361;Антивирусный центр;162,54;1571,57;1409,03;162,54;0,002707;4;0;0;14;4;50,1584
OCS Центральный офис;11366;Бэлл Интегратор;4614,36;87983,59;83369,23;4614,36;0,274386;2;0;1800,6057;337519;30;0
OCS Центральный офис;11421;Умный Склад;732,12;7011,88;6279,76;732,12;0,342382;10;0;0;17;11;0
OCS Центральный офис;11443;3Logic;1121,02;277487,7;276366,68;1121,02;17,383224;4;0;6870,15;3561;14;0
OCS Центральный офис;11447;Офис-Клаб;227,68;2407,11;2179,43;227,68;0,150653;3;0;0;153;23;26,218
OCS Центральный офис;11485;АльфаДиманж;95,71;376,5;280,79;95,71;0,088425;2;0;0;3;2;0
OCS Центральный офис;11492;Си-Пи-Эс;1188,13;5995,69;4807,56;1188,13;0,003078;8;0;0;11;8;0
OCS Центральный офис;11499;ТЭКО-СЕРВИС;27009,03;337820,2;310811,17;68783,75;30,283107;22;0;448,5929;915;97;13184,9272
OCS Центральный офис;11572;Стэл;601,87;6440,32;5838,45;601,87;1,077934;15;0;24,2785;76;29;168,9116
OCS Центральный офис;11581;ОФИС-КОНЕКТ;228,34;5370,71;5142,37;228,34;1,348726;20;0;182,7278;51;32;63,0444
OCS Центральный офис;11588;ФМ ТЕХНОЛОДЖИС;697,27;51610,11;50912,84;697,27;1,182997;8;0;2071,7275;205;27;49,22
OCS Центральный офис;116;СВЕГА+;781,39;36037,28;35255,89;781,39;1,703685;14;0;31,28;1140;44;373,8152
OCS Центральный офис;11642;Техносила;25137,91;87879,22;62741,31;25137,91;38,739454;8;0;-91,0031;977;16;0
OCS Центральный офис;11823;ЭнСтор Сервис;198,06;1508,31;1310,25;198,06;0,226258;2;0;0;5;2;0
OCS Центральный офис;11825;АЛМ-сервис;-5139,74;29252,75;34392,49;-5139,74;3,602219;17;0;8448,5925;732;109;318,1404
OCS Центральный офис;11891;Априори СЦ;-106,53;340;446,53;-106,53;0,388071;1;0;116,73;5;4;0
OCS Центральный офис;11898;Карго;2751,01;16238,09;13487,08;2751,01;1,580943;20;0;52,7686;1744;89;31,3296
OCS Центральный офис;11944;Отраслевые порталы;287,4;728,74;441,34;287,4;0,058752;1;0;0;1;1;0
OCS Центральный офис;12024;Компания Виннком;-179,74;7293,76;7473,5;-179,74;0,2222;2;0;459,4472;65;7;31,5504
OCS Центральный офис;12097;Эксперт Групп;2753,9;35596,78;32842,88;2753,9;2,257924;31;0;775,9581;137;35;135,0716
OCS Центральный офис;12113;Элиас ВЦ;74,16;715,02;640,86;74,16;0,113737;1;0;0;5;5;27,2008
OCS Центральный офис;12132;Первый сетевой;1,83;3,36;1,53;1,83;0,0002;1;0;0;1;1;0,1344
OCS Центральный офис;12143;МедиаСофт;5470;30307,96;24837,96;5470;2,789476;55;0;203,1669;2216;690;347,6756
OCS Центральный офис;14;Айс Информ;519,25;1438,68;919,43;519,25;0,106699;7;0;0;187;19;7,144
OCS Центральный офис;146;ФИП;2439,74;15483,67;13043,93;2439,74;1,30372;17;0;356,4962;323;45;451,992
OCS Центральный офис;153;Шарк;3997,36;60420,92;56423,56;3997,36;3,875652;30;0;677,9776;703;44;138,04
OCS Центральный офис;154;Эврика;70671,11;426540,28;355869,17;70671,11;10,522607;28;0;2684,158;1223;79;47,6548
OCS Центральный офис;157;"ООО ""Компания Принтком""";1257,99;9819,86;8561,87;1257,99;0,734549;28;0;241,3812;184;52;55,7208
OCS Центральный офис;170;Компания КОМПЛИТ;70977,13;1538080,23;1467103,1;70977,13;81,288758;98;0;5900,8141;3652;447;238,7484
OCS Центральный офис;1952;ПРОСОФТ-М;4477,34;53686,92;49209,58;4477,34;0,662932;6;0;521,81;82;16;7,68
OCS Центральный офис;1957;Ю-Джи-Ком;1245,53;12996,48;11750,95;1245,53;1,196619;5;0;49,52;50;16;3,3384
OCS Центральный офис;1996;Larga;6383,93;163546,36;157162,43;6383,93;12,946477;163;0;1291,7291;1858;331;0
OCS Центральный офис;2011;Аметист;32904,15;356720,3;323816,15;32904,15;36,757563;25;0;20550,771;1034;118;869,9508
OCS Центральный офис;2015;СТЭП;7101,73;62733,29;55631,56;7101,73;7,576244;41;0;223,4625;564;115;270,9744
OCS Центральный офис;2032;Комби;49080,02;795383,24;746303,22;49080,02;116,844056;72;0;30674,7598;1694;215;0
OCS Центральный офис;2045;АМТЭЛ;2,57;5,2;2,63;2,57;0,000839;1;0;0;10;1;0
OCS Центральный офис;207;ЛЭНК;107,03;634,61;527,58;107,03;0,069176;2;0;0;7;5;14,4752
OCS Центральный офис;2083;ИНСЭЛ;526,13;7725,17;7199,04;531,29;1,162173;11;0;8,1654;90;16;0
OCS Центральный офис;2110;Северная корона;1464,71;13182,4;11717,69;1464,71;1,665835;20;0;638,637;129;44;243,4416
OCS Центральный офис;2114;Эр-Стайл Северо-Запад;3558,9;75742,79;72183,89;3558,9;1,294797;5;0;1033,5138;74;26;166
OCS Центральный офис;2145;Петростройсистема;110,84;2726,81;2615,97;110,84;0,544487;6;0;54,2473;89;15;33,4012
OCS Центральный офис;219;Эдванс-С;423,86;64441,34;64017,48;423,86;2,331249;2;0;7160,018;253;4;0
OCS Центральный офис;22;АСКОД НТ;1790,64;21278,32;19487,68;2999,76;1,668973;12;0;18,11;150;54;289,2384
OCS Центральный офис;2233;ТЕХНО;2571,13;13640,7;11069,57;2571,13;0,690066;3;0;0;20;6;0
OCS Центральный офис;2239;Дисплей Балтика;25131,88;285767,61;260635,73;25131,88;16,276058;50;0;478,6909;512;124;489,4384
OCS Центральный офис;2253;САМПО-90;23,11;257,42;234,31;23,11;0,010442;1;0;0;2;2;0
OCS Центральный офис;2265;ЮТ-Сервис;7400,49;55606,41;48205,92;7400,49;14,037393;52;0;485,1607;314;116;766,1044
OCS Центральный офис;2275;Горизонт;1359,24;25357,65;23998,41;1359,24;2,139554;93;0;395,961;777;147;50,5332
OCS Центральный офис;23;Аспект СПб;1566,96;19081,97;17515,01;1566,96;1,964594;40;0;18,7048;191;59;298,702
OCS Центральный офис;2306;РЕНА Компьютер;948,23;9797,8;8849,57;948,23;2,0241;18;0;180,7514;87;38;27,5812
OCS Центральный офис;2344;АМЕТА ПРО;43102,48;334382,27;291279,79;43102,48;11,365365;58;103,0971;3429,3239;1093;193;158,3764
OCS Центральный офис;2354;КЕЙ;89502,19;936875,9;847373,71;110445,12;189,619882;317;0;918,675;28485;1607;1,5
OCS Центральный офис;2383;Винко-Т;13569,09;464551,15;450982,06;13569,09;9,300703;73;0;14882,3116;513;179;7,82
OCS Центральный офис;2454;ДПН;916,61;13360,42;12443,81;916,61;0,662883;39;0;74,3883;182;50;231,1452
OCS Центральный офис;2461;ВИСТ СПб;636,74;29528,04;28891,3;636,74;1,674948;42;0;338,9363;351;96;328,2324
OCS Центральный офис;2511;БЕЛТЕЛ;37193,87;243002,67;205808,8;37193,87;20,649858;32;0;0;2748;104;865,9812
OCS Центральный офис;2533;Новек;8;270,14;262,14;8;0,002782;1;0;0,6098;10;4;0
OCS Центральный офис;2539;КАТАРСИС-дилер;441,31;3948,1;3506,79;660,38;0,278973;2;0;0;30;24;0
OCS Центральный офис;2543;АРС-Сервис;496,25;7382,54;6886,29;496,25;0,752566;23;0;37,49;56;44;111,6894
OCS Центральный офис;2560;Гарантия;5199,31;88436,03;83236,72;5199,31;7,580383;22;0;265,3864;1036;244;26,6644
OCS Центральный офис;2573;Защита;152,88;708;555,12;152,88;0,007854;1;0;0;18;2;28,32
OCS Центральный офис;259;Автоматика;355,41;3384,77;3029,36;355,41;0,106989;3;0;0;24;5;0
OCS Центральный офис;2592;Холмрок;20167,79;176096,64;155928,85;20371,66;31,048485;73;0;1898,2414;3146;312;784,5908
OCS Центральный офис;2604;Элко Технологии Спб;9312,5;64337;55024,5;9312,5;36,052609;19;0;49,52;233;42;2247,1992
OCS Центральный офис;2625;Частное Лицо 3;-25456,72;340045,66;365502,38;-25456,23;143,510581;35;448,1006;32316,5437;5600;3586;0
OCS Центральный офис;2645;Центр комп. разраб.;209,26;967,15;757,89;209,26;0,082455;2;0;17,26;4;2;0
OCS Центральный офис;2660;Компьютерные Технологии;572,76;3393,26;2820,5;572,76;0,648806;14;0;6,688;46;23;45,5436
OCS Центральный офис;277;RAMEC;110889,44;1015052,79;904163,35;110889,44;146,639784;241;0;3468,4865;6691;463;9674,2244
OCS Центральный офис;2788;Novokom;2722,72;23203,13;20480,41;2722,72;3,321459;17;0;2923,9373;73;33;107,8808
OCS Центральный офис;2790;Телрос-дилер;-108,41;7820,38;7928,79;-108,41;0,423666;5;0;0;19;12;78,4824
OCS Центральный офис;2801;Нево-Д;1257,61;13505,11;12247,5;1257,61;1,396793;31;0;-13,5612;113;45;184,046
OCS Центральный офис;2806;М-Сервис;361,82;2775,31;2413,49;361,82;0,194817;7;0;0;12;8;5,9504
OCS Центральный офис;283;Энергосервис ИЦ;4997,98;19721,07;14723,09;4997,98;2,826465;7;0;27,57;2377;27;164,3336
OCS Центральный офис;2841;Ультра;108,12;813,19;705,07;108,12;0,006188;4;0;0;6;6;17,8396
OCS Центральный офис;2884;Фабрика Бизнеса;3894,55;135647,94;131753,39;3958,66;7,328325;47;0;3818,3443;1094;172;0
OCS Центральный офис;289;Илка-ЛВС;9049,37;23394,49;14345,12;9049,37;2,011595;20;0;0;2158;51;497,1632
OCS Центральный офис;291;Иста;89,88;260,01;170,13;89,88;0,113469;1;0;0;5;3;0
OCS Центральный офис;2986;Компьютерный Мир;13345;121017,53;107672,53;13300,52;13,551316;50;0;1755,7296;912;138;602,846
OCS Центральный офис;2992;IBS;122309,32;2475073,63;2352764,31;122309,32;9,416918;15;0;0,03;102;38;0
OCS Центральный офис;3000357;Эврика Гороховая;143,79;3856,59;3712,8;143,79;0,101053;13;0;152,8896;91;29;0
OCS Центральный офис;302;terranet;97,31;311,44;214,13;97,31;0,006573;1;0;0;22;10;0
OCS Центральный офис;3045;ГИБДД;-16,77;96,69;113,46;-16,77;0,016944;3;0;1,9197;8;8;0
OCS Центральный офис;3153;НОУТИС;2048,31;9965,06;7916,75;2048,31;0;1;0;0;1;1;0
OCS Центральный офис;3202;Гросс;260,4;3655,68;3395,28;260,4;0,113279;9;0;0,6991;79;17;19,6636
OCS Центральный офис;3273;ТБС;43,39;1110,35;1066,96;43,39;0,011039;3;0;0;10;9;36,1012
OCS Центральный офис;3311;Корпоратив. системы;2568,76;62545,67;59976,91;2568,76;3,985634;47;0;590,1609;278;85;322,9384
OCS Центральный офис;3336;САН СПб;2021,29;7862,36;5841,07;2021,29;4,568263;4;0;0;46;21;0
OCS Центральный офис;3350;Атрибут;8786,73;35526,04;26739,31;8844,96;4,297021;60;0;181,9214;316;110;108,348
OCS Центральный офис;336;СУПЕРВЭЙВ;58029,71;572738,9;514709,19;58029,71;45,182367;91;111,0425;2593,3581;3749;715;1289,8964
OCS Центральный офис;3409;ССТ;674,92;8001,66;7326,74;674,92;0,92979;12;0;94,0282;53;41;15,6988
OCS Центральный офис;3432;Элком ООО ИНН 7804074372;2514,6;73207,04;70692,44;2514,6;1,249896;20;0;2436,9336;121;43;46,36
OCS Центральный офис;3463;Аксесс-Про;6157,84;32674,08;26516,24;6157,84;9,651732;8;0;248,4211;158;31;0
OCS Центральный офис;3486;АПРЕЛЬ-ПЛЮС;413,23;3438,33;3025,1;413,23;0,307949;10;0;3,49;37;15;65,3404
OCS Центральный офис;349;Электрон-Сервис;8822,41;45387,48;36565,07;6044;1,398598;45;0;-158,4956;395;81;206,472
OCS Центральный офис;3509;Бестор;489,17;46990,15;46500,98;489,17;4,338814;41;0;3215,465;197;84;1210,22
OCS Центральный офис;3519;АйСиэС Мурманск;534,51;5409,52;4875,01;534,51;0,181151;4;0;0;50;11;47,92
OCS Центральный офис;353;Деми;-522,9;3873,01;4395,91;-522,9;1,059636;20;0;950,351;45;28;0
OCS Центральный офис;3530;Техносерв А/С;100926,97;4488035,47;4387108,5;232412,63;49,426575;90;0;100118,8898;5351;406;24,1432
OCS Центральный офис;3546;Тарасофт;310,35;2289,08;1978,73;310,35;0,451908;3;0;0;6;6;24,32
